id,y
610,0
9109,0
7035,0
7597,0
2783,0
3294,0
8498,0
7056,0
10440,0
6887,0
124,0
8066,0
3538,0
3498,0
1928,0
2678,0
495,0
4881,0
2506,0
1098,0
9361,0
7020,0
3017,0
3698,0
1194,0
4348,0
6113,0
4629,0
1145,0
8882,0
10325,0
8792,0
2087,0
5639,0
1278,0
1599,0
3680,0
8793,0
7286,0
2712,0
8570,0
9447,0
4653,0
5656,0
5692,0
9278,0
579,0
5055,0
5292,0
7042,0
7066,0
4297,0
4872,0
2669,0
2861,0
6989,0
9403,0
2676,0
272,0
7404,0
8289,0
5957,0
8575,0
5373,0
1158,0
8788,0
4707,0
530,0
9540,0
4045,0
2427,0
8433,0
5231,0
7491,0
7856,0
3213,0
2081,0
4665,0
4075,0
1743,0
3100,0
8321,0
4445,0
1856,0
8612,0
3326,0
4139,0
9221,0
8405,0
6646,0
10387,0
2760,0
8478,0
5139,0
9287,0
3626,0
6225,0
982,0
7864,0
159,0
9065,0
4749,0
4624,0
3919,0
7370,0
7504,0
5452,0
176,0
9164,0
2643,0
9940,0
1096,0
3991,0
7685,0
6330,0
9573,0
3784,0
8666,0
6997,0
5875,0
9451,0
2470,0
3222,0
8180,0
10178,0
5867,0
7015,0
253,0
1748,0
487,0
6705,0
6408,0
7064,0
9751,0
3343,0
6442,0
2746,0
10018,0
1738,0
8872,0
1785,0
8965,0
4552,0
5601,0
3170,0
1978,0
8298,0
2888,0
8073,0
2898,0
6503,0
10421,0
7741,0
9612,0
9633,0
133,0
7192,0
1283,0
2153,0
8194,0
6249,0
9273,0
3889,0
2174,0
10112,0
994,0
39,0
1218,0
5682,0
3629,0
6199,0
220,0
8287,0
5753,0
8119,0
1418,0
5643,0
2817,0
1082,0
7352,0
4674,0
6631,0
9599,0
8601,0
8611,0
1087,0
1726,0
1887,0
1118,0
3284,0
8562,0
3598,0
3472,0
1845,0
2164,0
5720,0
1835,0
1352,0
10162,0
7150,0
8936,0
2921,0
10238,0
2983,0
4595,0
8466,0
6223,0
1060,0
7527,0
9849,0
4771,0
1509,0
7681,0
3519,0
4762,0
2841,0
3161,0
8516,0
3637,0
10040,0
8204,0
8976,0
7809,0
9,0
6163,0
9871,0
1240,0
467,0
4846,0
6473,0
898,0
2029,0
8898,0
5453,0
5941,0
2940,0
5018,0
4565,0
3658,0
2607,0
2625,0
9433,0
4721,0
7537,0
1529,0
7433,0
6095,0
2706,0
9675,0
7690,0
8416,0
4481,0
2267,0
1121,0
7245,0
7714,0
5822,0
3800,0
8560,0
8306,0
10053,0
4772,0
6452,0
4398,0
6811,0
7655,0
2250,0
5929,0
1597,0
7403,0
6520,0
9429,0
10329,0
6830,0
1607,0
296,0
206,0
6800,0
7570,0
6150,0
5925,0
4214,0
841,0
2617,0
4339,0
10409,0
4637,0
2948,0
6796,0
5212,0
3099,0
2182,0
2985,0
3850,0
8886,0
10136,0
1567,0
1201,0
2017,0
5334,0
8850,0
2984,0
5322,0
5842,0
154,0
7360,0
722,0
9141,0
2949,0
8415,0
9380,0
7754,0
3453,0
8738,0
10393,0
4250,0
9226,0
3132,0
7840,0
1741,0
554,0
1001,0
9179,0
1765,0
1559,0
7455,0
976,0
5892,0
