id,y
610,95.71768454729298
9109,55.77165255378185
7035,220.16599594542697
7597,7.6805193887443295
2783,1162.8991069175638
3294,1057.4328202279896
8498,112.7684635550049
7056,0.0
10440,176.66421665562027
6887,374.25849451686696
124,156.06275976430396
8066,580.9582762949972
3538,474.2806490429009
3498,320.33193119889387
1928,255.4573128416951
2678,121.13458716472537
495,494.1642972972827
4881,910.5318846120499
2506,729.8648726703976
1098,110.64834354402738
9361,178.8486229112776
7020,278.5978503403627
3017,232.38388823985554
3698,188.93054029351893
1194,10.300836142215672
4348,259.1297621500502
6113,90.5616977302239
4629,201.5803386389536
1145,477.9164647021058
8882,457.22140009019347
10325,200.73909970833074
8792,127.08953597041983
2087,62.349143406877005
5639,229.4889755090486
1278,281.0738024747957
1599,600.7774820340985
3680,870.1832580319998
8793,189.6771693091936
7286,195.7477351381662
2712,187.4250562536539
8570,1127.8587178270113
9447,361.0865629092365
4653,0.0
5656,186.27641654304554
5692,219.98666655762509
9278,1033.5451526164711
579,319.9851529120392
5055,321.96772939148536
5292,513.1091044650867
7042,986.3539841283182
7066,459.10305667580957
4297,1204.7927506217575
4872,372.96498909004436
2669,128.3221556848671
2861,0.0
6989,476.28972034611513
9403,0.0
2676,227.2960892969467
272,359.5815899779965
7404,0.0
8289,153.80558730752222
5957,0.0
8575,0.0
5373,266.41550670630306
1158,192.19365672225737
8788,0.0
4707,0.0
530,0.0
9540,130.31885541360526
4045,136.01781701234182
2427,0.0
8433,227.79628603944056
5231,430.4535168773165
7491,282.64024501001626
7856,97.60665330614313
3213,172.84342831576612
2081,96.74107951786596
4665,193.57121493589915
4075,206.34445358647125
1743,136.74243672533424
3100,0.0
8321,502.64993955976206
4445,96.9869379108905
1856,146.276800998944
8612,1201.3880962261292
3326,131.00784367179955
4139,97.00164505178773
9221,71.5283422430658
8405,226.86193047394863
6646,383.7102028404491
10387,0.0
2760,204.89138531398612
8478,0.0
5139,27.6797846664044
9287,983.6226186670837
3626,577.9036544593762
6225,0.0
982,248.36559480269244
7864,660.0694131836158
159,0.0
9065,0.0
4749,276.99926968852674
4624,367.54793564187725
3919,412.4509513283946
7370,364.88592583801363
7504,324.48255793561157
5452,299.02620502832974
176,105.02829253643861
9164,460.3316919663471
2643,0.0
9940,1744.3331687866087
1096,222.32956068161258
3991,1122.1980487463627
7685,130.3470091063109
6330,212.76803489820034
9573,804.3483731771464
3784,0.0
8666,0.0
6997,603.8248017079346
5875,230.29192192158365
9451,17.44164219927393
2470,0.0
3222,186.13603634791707
8180,0.0
10178,3.7080642680670053
5867,0.0
7015,250.3638706059389
253,0.0
1748,284.3905024541246
487,236.70030500668838
6705,26.833977420266564
6408,178.90162257026276
7064,288.02797698226715
9751,159.73462518105384
3343,231.4557698702653
6442,74.86248320956187
2746,53.35774390348578
10018,0.0
1738,179.17281801529387
8872,19.92657538732766
1785,0.0
8965,0.0
4552,573.1474355766977
5601,176.6484345373907
3170,184.15521154328667
1978,123.76553382930595
8298,203.30634401983679
2888,133.31011972272717
8073,0.0
2898,275.2823181442444
6503,1126.1806426924222
10421,353.16647861126296
7741,90.83006652310678
9612,129.72056542942957
9633,167.31980166947258
133,14.046041640246216
7192,541.8309728322506
1283,0.0
2153,0.0
8194,98.45694607336685
6249,237.5032514192234
9273,0.0
3889,212.12073969039835
2174,0.0
10112,357.392104298199
994,42.736690597526405
39,16.92791611054244
1218,39.44765322517611
5682,0.0
3629,156.46593824244826
6199,1080.2265794398024
220,8.643028646941985
8287,430.4535168773165
5753,1159.364211152189
8119,254.07244245481925
1418,62.95756220498589
5643,19.096550259419246
2817,55.104590803840495
1082,200.35453000056427
7352,1032.3525670834786
4674,188.42477304115795
6631,0.0
9599,420.0332283816849
8601,252.51165322389505
8611,154.26624095428838
1087,0.0
1726,463.4927307294939
1887,0.0
1118,201.73881649583475
3284,182.67730731597103
8562,0.0
3598,0.0
3472,449.8652148877884
1845,49.46028773302666
2164,96.77887093877774
5720,1202.3940401980858
1835,1168.9043115245245
1352,410.1622146351537
10162,344.72992436683916
7150,274.0604111353356
8936,352.68945895466203
2921,124.70270603549702
10238,54.28868892522419
2983,406.3341141220655
4595,0.0
8466,74.4485920258791
6223,383.79069882436295
1060,159.7459217781976
7527,27.436169033922766
9849,173.30748249483676
4771,0.0
1509,528.7592309676933
7681,0.0
3519,0.0
4762,0.0
2841,315.68626993825177
3161,201.73881649583475
8516,292.22935060597797
3637,107.23355032301662
10040,19.135499452092603
8204,163.9992100721122
8976,218.13998475222155
7809,7.559832952774968
9,123.67815329316258
6163,262.4577487150738
9871,77.65249162262879
1240,295.72138553774994
